,Mean Price,Bid,Ask,Strike,Current Stock Price,Days to Expiry
219,0.2,0.0,0.4,750.0,3283.27,339
220,0.25,0.05,0.45,800.0,3283.27,339
221,0.275,0.15,0.4,850.0,3283.27,339
222,0.625,0.5,0.75,900.0,3283.27,339
223,0.375,0.15,0.6,950.0,3283.27,339
224,0.425,0.25,0.6,1000.0,3283.27,339
225,0.625,0.4,0.85,1050.0,3283.27,339
226,0.575,0.4,0.75,1100.0,3283.27,339
227,0.65,0.4,0.9,1150.0,3283.27,339
228,1.2,1.0,1.4,1200.0,3283.27,339
229,0.8500000000000001,0.6,1.1,1250.0,3283.27,339
230,1.4249999999999998,1.2,1.65,1275.0,3283.27,339
231,0.95,0.7,1.2,1300.0,3283.27,339
232,1.475,1.25,1.7,1325.0,3283.27,339
233,1.8,1.6,2.0,1350.0,3283.27,339
234,1.95,1.75,2.15,1375.0,3283.27,339
235,1.25,1.0,1.5,1400.0,3283.27,339
236,4.6,4.2,5.0,1425.0,3283.27,339
237,2.5,2.3,2.7,1450.0,3283.27,339
238,2.675,2.5,2.85,1475.0,3283.27,339
239,1.65,1.4,1.9,1500.0,3283.27,339
240,1.7999999999999998,1.55,2.05,1525.0,3283.27,339
241,1.925,1.75,2.1,1550.0,3283.27,339
242,2.1,1.95,2.25,1575.0,3283.27,339
243,2.275,2.0,2.55,1600.0,3283.27,339
244,2.425,2.15,2.7,1625.0,3283.27,339
245,2.625,2.35,2.9,1650.0,3283.27,339
246,2.825,2.55,3.1,1675.0,3283.27,339
247,3.05,2.7,3.4,1700.0,3283.27,339
248,3.3,3.0,3.6,1725.0,3283.27,339
249,3.5,3.2,3.8,1750.0,3283.27,339
250,3.8,3.5,4.1,1775.0,3283.27,339
251,4.1,3.9,4.3,1800.0,3283.27,339
252,4.45,4.2,4.7,1825.0,3283.27,339
253,4.8,4.6,5.0,1850.0,3283.27,339
254,5.2,4.9,5.5,1875.0,3283.27,339
255,5.6,5.3,5.9,1900.0,3283.27,339
256,6.1,5.8,6.4,1925.0,3283.27,339
257,6.6,6.3,6.9,1950.0,3283.27,339
258,7.1,6.9,7.3,1975.0,3283.27,339
259,7.7,7.5,7.9,2000.0,3283.27,339
260,8.25,7.9,8.6,2025.0,3283.27,339
261,8.95,8.6,9.3,2050.0,3283.27,339
262,9.65,9.3,10.0,2075.0,3283.27,339
263,10.4,10.0,10.8,2100.0,3283.27,339
264,11.2,11.0,11.4,2125.0,3283.27,339
265,12.15,11.8,12.5,2150.0,3283.27,339
266,13.05,12.8,13.3,2175.0,3283.27,339
267,14.05,13.8,14.3,2200.0,3283.27,339
268,15.1,14.7,15.5,2225.0,3283.27,339
269,16.25,15.9,16.6,2250.0,3283.27,339
270,17.450000000000003,17.1,17.8,2275.0,3283.27,339
271,18.799999999999997,18.4,19.2,2300.0,3283.27,339
272,20.15,19.8,20.5,2325.0,3283.27,339
273,21.549999999999997,21.2,21.9,2350.0,3283.27,339
274,23.25,23.0,23.5,2375.0,3283.27,339
275,25.0,24.7,25.3,2400.0,3283.27,339
276,26.5,26.1,26.9,2425.0,3283.27,339
277,28.549999999999997,28.2,28.9,2450.0,3283.27,339
278,30.299999999999997,29.9,30.7,2475.0,3283.27,339
279,32.4,32.0,32.8,2500.0,3283.27,339
280,34.85,34.5,35.2,2525.0,3283.27,339
281,36.9,36.5,37.3,2550.0,3283.27,339
282,39.25,38.8,39.7,2575.0,3283.27,339
283,41.849999999999994,41.4,42.3,2600.0,3283.27,339
284,44.45,44.0,44.9,2625.0,3283.27,339
285,47.15,46.8,47.5,2650.0,3283.27,339
286,50.55,50.2,50.9,2675.0,3283.27,339
287,53.3,52.8,53.8,2700.0,3283.27,339
288,57.0,56.6,57.4,2725.0,3283.27,339
289,60.4,60.0,60.8,2750.0,3283.27,339
290,63.95,63.5,64.4,2775.0,3283.27,339
291,67.15,66.6,67.7,2800.0,3283.27,339
292,70.9,70.3,71.5,2825.0,3283.27,339
293,75.1,74.5,75.7,2850.0,3283.27,339
294,79.30000000000001,78.7,79.9,2875.0,3283.27,339
295,0.0,0.0,0.0,2900.0,3283.27,339
296,88.30000000000001,87.7,88.9,2925.0,3283.27,339
297,93.0,92.3,93.7,2950.0,3283.27,339
298,98.1,97.4,98.8,2975.0,3283.27,339
299,103.4,102.7,104.1,3000.0,3283.27,339
300,109.6,109.1,110.1,3025.0,3283.27,339
301,114.35,113.6,115.1,3050.0,3283.27,339
302,120.25,119.5,121.0,3075.0,3283.27,339
303,126.45,125.7,127.2,3100.0,3283.27,339
304,133.85000000000002,133.3,134.4,3125.0,3283.27,339
305,139.55,138.8,140.3,3150.0,3283.27,339
306,147.9,147.4,148.4,3175.0,3283.27,339
307,154.0,153.2,154.8,3200.0,3283.27,339
308,162.8,162.3,163.3,3225.0,3283.27,339
309,169.60000000000002,168.8,170.4,3250.0,3283.27,339
310,179.4,178.8,180.0,3275.0,3283.27,339
311,187.0,186.1,187.9,3300.0,3283.27,339
312,206.45,205.6,207.3,3350.0,3283.27,339
313,230.75,230.1,231.4,3400.0,3283.27,339
314,280.55,279.5,281.6,3500.0,3283.27,339
315,349.5,348.8,350.2,3600.0,3283.27,339
316,425.6,424.5,426.7,3700.0,3283.27,339
317,810.05,806.4,813.7,3800.0,3283.27,339
318,905.05,901.4,908.7,3900.0,3283.27,339
319,703.25,700.4,706.1,4000.0,3283.27,339
320,800.2,797.3,803.1,4100.0,3283.27,339
321,897.75,894.8,900.7,4200.0,3283.27,339
322,1.875,1.35,2.4,1000.0,3283.27,703
323,2.375,2.1,2.65,1100.0,3283.27,703
324,3.2,2.9,3.5,1200.0,3283.27,703
325,5.35,5.0,5.7,1225.0,3283.27,703
326,4.3,4.0,4.6,1300.0,3283.27,703
327,5.75,5.4,6.1,1400.0,3283.27,703
328,7.699999999999999,7.3,8.1,1500.0,3283.27,703
329,8.8,8.1,9.5,1550.0,3283.27,703
330,10.149999999999999,9.6,10.7,1600.0,3283.27,703
331,13.100000000000001,12.4,13.8,1650.0,3283.27,703
332,12.45,11.9,13.0,1675.0,3283.27,703
333,13.3,12.7,13.9,1700.0,3283.27,703
334,14.2,13.6,14.8,1725.0,3283.27,703
335,15.2,14.2,16.2,1750.0,3283.27,703
336,16.2,15.6,16.8,1775.0,3283.27,703
337,17.35,16.9,17.8,1800.0,3283.27,703
338,18.35,17.8,18.9,1825.0,3283.27,703
339,19.65,19.2,20.1,1850.0,3283.27,703
340,20.85,20.4,21.3,1875.0,3283.27,703
341,22.75,19.0,26.5,1900.0,3283.27,703
342,23.6,22.7,24.5,1925.0,3283.27,703
343,25.0,24.1,25.9,1950.0,3283.27,703
344,26.45,25.9,27.0,1975.0,3283.27,703
345,28.05,27.5,28.6,2000.0,3283.27,703
346,29.799999999999997,29.2,30.4,2025.0,3283.27,703
347,31.6,31.0,32.2,2050.0,3283.27,703
348,36.4,32.3,40.5,2100.0,3283.27,703
349,38.5,34.4,42.6,2125.0,3283.27,703
350,39.7,39.1,40.3,2150.0,3283.27,703
351,49.35,48.7,50.0,2250.0,3283.27,703
352,62.65,58.5,66.8,2275.0,3283.27,703
353,54.8,54.1,55.5,2300.0,3283.27,703
354,67.05000000000001,66.2,67.9,2400.0,3283.27,703
355,70.75,69.8,71.7,2425.0,3283.27,703
356,73.9,73.0,74.8,2450.0,3283.27,703
357,81.2,80.2,82.2,2500.0,3283.27,703
358,85.0,84.0,86.0,2525.0,3283.27,703
359,89.0,88.0,90.0,2550.0,3283.27,703
360,93.0,92.0,94.0,2575.0,3283.27,703
361,97.2,96.2,98.2,2600.0,3283.27,703
362,114.5,113.5,115.5,2675.0,3283.27,703
363,121.25,120.3,122.2,2725.0,3283.27,703
364,126.35,121.6,131.1,2750.0,3283.27,703
365,137.05,132.2,141.9,2800.0,3283.27,703
366,159.3,158.1,160.5,2900.0,3283.27,703
367,185.45,184.1,186.8,3000.0,3283.27,703
368,327.9,326.0,329.8,3400.0,3283.27,703
369,723.75,714.6,732.9,4000.0,3283.27,703
